timestamp,device_name,voltage,current_mA,power_mW,energy_Wh
2025-04-18 09:33:00,Fridge,4.94,237.51,1173.3,0.01955
2025-04-18 09:34:00,Fridge,5.08,249.64,1268.17,0.02114
2025-04-18 09:35:00,Fridge,4.8,214.4,1029.12,0.01715
2025-04-18 09:36:00,Fridge,4.97,214.31,1065.12,0.01775
2025-04-18 09:37:00,Fridge,4.95,234.47,1160.63,0.01934
2025-04-18 09:38:00,Fridge,4.97,225.36,1120.04,0.01867
2025-04-18 09:39:00,Fridge,5.16,235.37,1214.51,0.02024
2025-04-18 09:40:00,Fridge,4.86,208.76,1014.57,0.01691
2025-04-18 09:41:00,Fridge,5.09,246.72,1255.8,0.02093
2025-04-18 09:42:00,Fridge,5.02,154.74,776.79,0.01295
2025-04-18 09:43:00,Fridge,4.84,217.11,1050.81,0.01751
2025-04-18 09:44:00,Fridge,5.01,242.78,1216.33,0.02027
2025-04-18 09:45:00,Fridge,4.87,203.35,990.31,0.01651
2025-04-18 09:46:00,Fridge,4.92,161.23,793.25,0.01322
2025-04-18 09:47:00,Fridge,4.9,235.02,1151.6,0.01919
2025-04-18 09:48:00,Fridge,5.07,249.75,1266.23,0.0211
2025-04-18 09:49:00,Fridge,4.82,150.3,724.45,0.01207
2025-04-18 09:50:00,Fridge,5.1,244.62,1247.56,0.02079
2025-04-18 09:51:00,Fridge,5.11,242.16,1237.44,0.02062
2025-04-18 09:52:00,Fridge,4.99,205.87,1027.29,0.01712
2025-04-18 09:53:00,Fridge,5.13,216.45,1110.39,0.01851
2025-04-18 09:54:00,Fridge,4.83,223.71,1080.52,0.01801
2025-04-18 09:55:00,Fridge,4.84,243.34,1177.77,0.01963
2025-04-18 09:56:00,Fridge,5.09,216.44,1101.68,0.01836
2025-04-18 09:57:00,Fridge,4.85,196.39,952.49,0.01587
2025-04-18 09:58:00,Fridge,4.94,235.4,1162.88,0.01938
2025-04-18 09:59:00,Fridge,5.0,220.32,1101.6,0.01836
2025-04-18 10:00:00,Fridge,4.96,189.28,938.83,0.01565
2025-04-18 10:01:00,Fridge,4.86,224.89,1092.97,0.01822
2025-04-18 10:02:00,Fridge,5.04,156.62,789.36,0.01316
2025-04-18 10:03:00,Fridge,4.95,171.58,849.32,0.01416
2025-04-18 10:04:00,Fridge,5.03,165.23,831.11,0.01385
2025-04-18 10:05:00,Fridge,4.84,179.27,867.67,0.01446
2025-04-18 10:06:00,Fridge,5.01,203.14,1017.73,0.01696
2025-04-18 10:07:00,Fridge,4.94,223.07,1101.97,0.01837
2025-04-18 10:08:00,Fridge,5.1,190.74,972.77,0.01621
2025-04-18 10:09:00,Fridge,4.82,242.1,1166.92,0.01945
2025-04-18 10:10:00,Fridge,4.84,159.55,772.22,0.01287
2025-04-18 10:11:00,Fridge,5.15,161.37,831.06,0.01385
2025-04-18 10:12:00,Fridge,5.09,154.32,785.49,0.01309
2025-04-18 10:13:00,Fridge,4.84,169.57,820.72,0.01368
2025-04-18 10:14:00,Fridge,5.16,207.78,1072.14,0.01787
2025-04-18 10:15:00,Fridge,5.02,196.44,986.13,0.01644
2025-04-18 10:16:00,Fridge,5.05,228.31,1152.97,0.01922
2025-04-18 10:17:00,Fridge,4.88,204.57,998.3,0.01664
2025-04-18 10:18:00,Fridge,5.19,247.86,1286.39,0.02144
2025-04-18 10:19:00,Fridge,5.14,204.46,1050.92,0.01752
2025-04-18 10:20:00,Fridge,5.03,199.47,1003.33,0.01672
2025-04-18 10:21:00,Fridge,4.93,225.57,1112.06,0.01853
2025-04-18 10:22:00,Fridge,5.06,169.5,857.67,0.01429
2025-04-18 10:23:00,Fridge,5.15,249.13,1283.02,0.02138
2025-04-18 10:24:00,Fridge,5.16,245.98,1269.26,0.02115
2025-04-18 10:25:00,Fridge,5.14,210.02,1079.5,0.01799
2025-04-18 10:26:00,Fridge,5.08,214.23,1088.29,0.01814
2025-04-18 10:27:00,Fridge,4.91,214.96,1055.45,0.01759
2025-04-18 10:28:00,Fridge,4.92,236.81,1165.11,0.01942
2025-04-18 10:29:00,Fridge,5.0,222.54,1112.7,0.01854
2025-04-18 10:30:00,Fridge,4.9,227.76,1116.02,0.0186
2025-04-18 10:31:00,Fridge,4.97,186.19,925.36,0.01542
2025-04-18 10:32:00,Fridge,5.11,157.48,804.72,0.01341
2025-04-18 10:33:00,Fridge,4.82,185.39,893.58,0.01489
2025-04-18 10:34:00,Fridge,5.02,240.2,1205.8,0.0201
2025-04-18 10:35:00,Fridge,5.16,195.6,1009.3,0.01682
2025-04-18 10:36:00,Fridge,5.18,200.16,1036.83,0.01728
2025-04-18 10:37:00,Fridge,5.06,238.33,1205.95,0.0201
2025-04-18 10:38:00,Fridge,5.02,175.68,881.91,0.0147
2025-04-18 10:39:00,Fridge,4.82,183.78,885.82,0.01476
2025-04-18 10:40:00,Fridge,5.05,152.42,769.72,0.01283
2025-04-18 10:41:00,Fridge,5.15,201.27,1036.54,0.01728
2025-04-18 10:42:00,Fridge,5.09,224.55,1142.96,0.01905
2025-04-18 10:43:00,Fridge,4.84,158.01,764.77,0.01275
2025-04-18 10:44:00,Fridge,5.14,185.06,951.21,0.01585
2025-04-18 10:45:00,Fridge,5.08,172.1,874.27,0.01457
2025-04-18 10:46:00,Fridge,4.99,224.44,1119.96,0.01867
2025-04-18 10:47:00,Fridge,4.92,245.99,1210.27,0.02017
2025-04-18 10:48:00,Fridge,4.86,230.76,1121.49,0.01869
2025-04-18 10:49:00,Fridge,5.0,179.01,895.05,0.01492
2025-04-18 10:50:00,Fridge,4.98,177.24,882.66,0.01471
2025-04-18 10:51:00,Fridge,5.05,166.59,841.28,0.01402
2025-04-18 10:52:00,Fridge,5.07,199.21,1009.99,0.01683
2025-04-18 10:53:00,Fridge,4.81,175.39,843.63,0.01406
2025-04-18 10:54:00,Fridge,4.99,152.93,763.12,0.01272
2025-04-18 10:55:00,Fridge,4.8,192.99,926.35,0.01544
2025-04-18 10:56:00,Fridge,4.92,171.72,844.86,0.01408
2025-04-18 10:57:00,Fridge,5.04,224.68,1132.39,0.01887
2025-04-18 10:58:00,Fridge,4.98,204.28,1017.31,0.01696
2025-04-18 10:59:00,Fridge,4.94,235.68,1164.26,0.0194
2025-04-18 11:00:00,Fridge,4.84,219.47,1062.23,0.0177
2025-04-18 11:01:00,Fridge,4.82,184.36,888.62,0.01481
2025-04-18 11:02:00,Fridge,5.18,210.42,1089.98,0.01817
2025-04-18 11:03:00,Fridge,5.15,242.56,1249.18,0.02082
2025-04-18 11:04:00,Fridge,5.08,151.46,769.42,0.01282
2025-04-18 11:05:00,Fridge,4.93,233.93,1153.27,0.01922
2025-04-18 11:06:00,Fridge,4.96,150.63,747.12,0.01245
2025-04-18 11:07:00,Fridge,5.06,243.39,1231.55,0.02053
2025-04-18 11:08:00,Fridge,5.05,199.77,1008.84,0.01681
2025-04-18 11:09:00,Fridge,5.09,164.21,835.83,0.01393
2025-04-18 11:10:00,Fridge,4.94,199.26,984.34,0.01641
2025-04-18 11:11:00,Fridge,5.02,232.39,1166.6,0.01944
2025-04-18 11:12:00,Fridge,5.06,150.2,760.01,0.01267
2025-04-18 11:13:00,Fridge,4.85,236.79,1148.43,0.01914
2025-04-18 11:14:00,Fridge,5.14,209.84,1078.58,0.01798
2025-04-18 11:15:00,Fridge,4.91,196.55,965.06,0.01608
2025-04-18 11:16:00,Fridge,5.03,165.63,833.12,0.01389
2025-04-18 11:17:00,Fridge,5.02,164.08,823.68,0.01373
2025-04-18 11:18:00,Fridge,4.81,204.91,985.62,0.01643
2025-04-18 11:19:00,Fridge,4.99,168.73,841.96,0.01403
2025-04-18 11:20:00,Fridge,5.0,201.71,1008.55,0.01681
2025-04-18 11:21:00,Fridge,4.85,227.14,1101.63,0.01836
2025-04-18 11:22:00,Fridge,4.96,181.46,900.04,0.015
2025-04-18 11:23:00,Fridge,5.16,213.29,1100.58,0.01834
2025-04-18 11:24:00,Fridge,5.07,168.7,855.31,0.01426
2025-04-18 11:25:00,Fridge,4.9,172.37,844.61,0.01408
2025-04-18 11:26:00,Fridge,5.15,249.27,1283.74,0.0214
2025-04-18 11:27:00,Fridge,4.89,236.22,1155.12,0.01925
2025-04-18 11:28:00,Fridge,4.98,201.9,1005.46,0.01676
2025-04-18 11:29:00,Fridge,5.08,220.01,1117.65,0.01863
2025-04-18 11:30:00,Fridge,5.02,161.34,809.93,0.0135
2025-04-18 11:31:00,Fridge,4.94,170.78,843.65,0.01406
2025-04-18 11:32:00,Fridge,5.11,173.83,888.27,0.0148
2025-04-18 11:33:00,Fridge,4.96,160.23,794.74,0.01325
2025-04-18 11:34:00,Fridge,4.95,243.69,1206.27,0.0201
2025-04-18 11:35:00,Fridge,4.89,207.87,1016.48,0.01694
2025-04-18 11:36:00,Fridge,4.92,226.73,1115.51,0.01859
2025-04-18 11:37:00,Fridge,5.08,168.51,856.03,0.01427
2025-04-18 11:38:00,Fridge,4.92,177.45,873.05,0.01455
2025-04-18 11:39:00,Fridge,4.94,234.43,1158.08,0.0193
2025-04-18 11:40:00,Fridge,4.85,200.32,971.55,0.01619
2025-04-18 11:41:00,Fridge,4.89,184.65,902.94,0.01505
2025-04-18 11:42:00,Fridge,5.19,247.52,1284.63,0.02141
2025-04-18 11:43:00,Fridge,5.09,229.84,1169.89,0.0195
2025-04-18 11:44:00,Fridge,5.17,215.68,1115.07,0.01858
2025-04-18 11:45:00,Fridge,4.94,228.33,1127.95,0.0188
2025-04-18 11:46:00,Fridge,4.9,228.81,1121.17,0.01869
2025-04-18 11:47:00,Fridge,4.93,221.4,1091.5,0.01819
2025-04-18 11:48:00,Fridge,4.98,242.31,1206.7,0.02011
2025-04-18 11:49:00,Fridge,4.92,187.64,923.19,0.01539
2025-04-18 11:50:00,Fridge,4.98,198.18,986.94,0.01645
2025-04-18 11:51:00,Fridge,5.19,195.86,1016.51,0.01694
2025-04-18 11:52:00,Fridge,4.98,214.21,1066.77,0.01778
2025-04-18 11:53:00,Fridge,4.81,163.59,786.87,0.01311
2025-04-18 11:54:00,Fridge,4.85,204.43,991.49,0.01652
2025-04-18 11:55:00,Fridge,4.84,151.83,734.86,0.01225
2025-04-18 11:56:00,Fridge,5.19,196.81,1021.44,0.01702
2025-04-18 11:57:00,Fridge,5.14,199.39,1024.86,0.01708
2025-04-18 11:58:00,Fridge,5.12,184.7,945.66,0.01576
2025-04-18 11:59:00,Fridge,5.17,221.19,1143.55,0.01906
2025-04-18 12:00:00,Fridge,4.86,209.84,1019.82,0.017
2025-04-18 12:01:00,Fridge,5.18,208.85,1081.84,0.01803
2025-04-18 12:02:00,Fridge,5.04,175.75,885.78,0.01476
2025-04-18 12:03:00,Fridge,4.93,155.46,766.42,0.01277
2025-04-18 12:04:00,Fridge,4.89,162.95,796.83,0.01328
2025-04-18 12:05:00,Fridge,4.88,201.03,981.03,0.01635
2025-04-18 12:06:00,Fridge,5.09,197.09,1003.19,0.01672
2025-04-18 12:07:00,Fridge,4.85,181.48,880.18,0.01467
2025-04-18 12:08:00,Fridge,5.07,154.17,781.64,0.01303
2025-04-18 12:09:00,Fridge,5.11,205.96,1052.46,0.01754
2025-04-18 12:10:00,Fridge,5.05,232.26,1172.91,0.01955
2025-04-18 12:11:00,Fridge,5.07,199.78,1012.88,0.01688
2025-04-18 12:12:00,Fridge,5.11,193.78,990.22,0.0165
2025-04-18 12:13:00,Fridge,4.88,178.55,871.32,0.01452
2025-04-18 12:14:00,Fridge,4.93,184.35,908.85,0.01515
2025-04-18 12:15:00,Fridge,5.02,180.45,905.86,0.0151
2025-04-18 12:16:00,Fridge,5.17,162.66,840.95,0.01402
2025-04-18 12:17:00,Fridge,5.04,236.58,1192.36,0.01987
2025-04-18 12:18:00,Fridge,4.91,186.58,916.11,0.01527
2025-04-18 12:19:00,Fridge,4.91,180.89,888.17,0.0148
2025-04-18 12:20:00,Fridge,5.18,249.25,1291.12,0.02152
2025-04-18 12:21:00,Fridge,5.1,161.56,823.96,0.01373
2025-04-18 12:22:00,Fridge,4.89,196.76,962.16,0.01604
2025-04-18 12:23:00,Fridge,4.81,179.09,861.42,0.01436
2025-04-18 12:24:00,Fridge,5.07,182.54,925.48,0.01542
2025-04-18 12:25:00,Fridge,4.93,239.34,1179.95,0.01967
2025-04-18 12:26:00,Fridge,5.05,236.58,1194.73,0.01991
2025-04-18 12:27:00,Fridge,5.05,246.96,1247.15,0.02079
2025-04-18 12:28:00,Fridge,5.11,212.5,1085.88,0.0181
2025-04-18 12:29:00,Fridge,5.07,210.92,1069.36,0.01782
2025-04-18 12:30:00,Fridge,5.1,223.06,1137.61,0.01896
2025-04-18 12:31:00,Fridge,5.05,198.18,1000.81,0.01668
2025-04-18 12:32:00,Fridge,4.94,164.54,812.83,0.01355
2025-04-18 12:33:00,Fridge,4.99,249.4,1244.51,0.02074
2025-04-18 12:34:00,Fridge,4.82,177.77,856.85,0.01428
2025-04-18 12:35:00,Fridge,5.08,171.88,873.15,0.01455
2025-04-18 12:36:00,Fridge,5.18,157.57,816.21,0.0136
2025-04-18 12:37:00,Fridge,4.84,162.56,786.79,0.01311
2025-04-18 12:38:00,Fridge,5.09,182.08,926.79,0.01545
2025-04-18 12:39:00,Fridge,4.93,208.77,1029.24,0.01715
2025-04-18 12:40:00,Fridge,5.17,178.18,921.19,0.01535
2025-04-18 12:41:00,Fridge,5.03,247.31,1243.97,0.02073
2025-04-18 12:42:00,Fridge,5.09,216.39,1101.43,0.01836
2025-04-18 12:43:00,Fridge,4.95,237.82,1177.21,0.01962
2025-04-18 12:44:00,Fridge,4.84,198.06,958.61,0.01598
2025-04-18 12:45:00,Fridge,5.01,214.63,1075.3,0.01792
2025-04-18 12:46:00,Fridge,4.85,192.9,935.56,0.01559
2025-04-18 12:47:00,Fridge,4.84,163.23,790.03,0.01317
2025-04-18 12:48:00,Fridge,4.92,213.59,1050.86,0.01751
2025-04-18 12:49:00,Fridge,5.07,171.55,869.76,0.0145
2025-04-18 12:50:00,Fridge,5.12,198.0,1013.76,0.0169
2025-04-18 12:51:00,Fridge,4.81,187.28,900.82,0.01501
2025-04-18 12:52:00,Fridge,5.0,195.57,977.85,0.0163
2025-04-18 12:53:00,Fridge,5.02,211.15,1059.97,0.01767
2025-04-18 12:54:00,Fridge,5.12,226.77,1161.06,0.01935
2025-04-18 12:55:00,Fridge,5.08,219.66,1115.87,0.0186
2025-04-18 12:56:00,Fridge,5.0,157.98,789.9,0.01316
2025-04-18 12:57:00,Fridge,4.92,247.75,1218.93,0.02032
2025-04-18 12:58:00,Fridge,4.83,208.0,1004.64,0.01674
2025-04-18 12:59:00,Fridge,5.19,215.31,1117.46,0.01862
2025-04-18 13:00:00,Fridge,5.1,182.43,930.39,0.01551
2025-04-18 13:01:00,Fridge,5.0,226.34,1131.7,0.01886
2025-04-18 13:02:00,Fridge,5.09,150.12,764.11,0.01274
2025-04-18 13:03:00,Fridge,5.18,168.54,873.04,0.01455
2025-04-18 13:04:00,Fridge,5.18,206.1,1067.6,0.01779
2025-04-18 13:05:00,Fridge,4.94,177.32,875.96,0.0146
2025-04-18 13:06:00,Fridge,5.14,159.25,818.54,0.01364
2025-04-18 13:07:00,Fridge,5.07,208.36,1056.39,0.01761
2025-04-18 13:08:00,Fridge,4.88,163.42,797.49,0.01329
2025-04-18 13:09:00,Fridge,4.95,206.44,1021.88,0.01703
2025-04-18 13:10:00,Fridge,5.19,218.57,1134.38,0.01891
2025-04-18 13:11:00,Fridge,4.99,235.14,1173.35,0.01956
2025-04-18 13:12:00,Fridge,5.06,197.77,1000.72,0.01668
2025-04-18 13:13:00,Fridge,4.89,245.88,1202.35,0.02004
2025-04-18 13:14:00,Fridge,5.19,220.13,1142.47,0.01904
2025-04-18 13:15:00,Fridge,5.18,222.42,1152.14,0.0192
2025-04-18 13:16:00,Fridge,5.03,163.85,824.17,0.01374
2025-04-18 13:17:00,Fridge,4.93,153.71,757.79,0.01263
2025-04-18 13:18:00,Fridge,5.18,172.88,895.52,0.01493
2025-04-18 13:19:00,Fridge,5.03,197.21,991.97,0.01653
2025-04-18 13:20:00,Fridge,5.16,224.41,1157.96,0.0193
2025-04-18 13:21:00,Fridge,4.81,171.15,823.23,0.01372
2025-04-18 13:22:00,Fridge,4.92,209.37,1030.1,0.01717
2025-04-18 13:23:00,Fridge,5.01,226.24,1133.46,0.01889
2025-04-18 13:24:00,Fridge,4.97,229.31,1139.67,0.01899
2025-04-18 13:25:00,Fridge,5.0,238.43,1192.15,0.01987
2025-04-18 13:26:00,Fridge,5.05,153.54,775.38,0.01292
2025-04-18 13:27:00,Fridge,4.88,153.72,750.15,0.0125
2025-04-18 13:28:00,Fridge,5.18,217.14,1124.79,0.01875
2025-04-18 13:29:00,Fridge,5.16,243.27,1255.27,0.02092
2025-04-18 13:30:00,Fridge,5.2,187.65,975.78,0.01626
2025-04-18 13:31:00,Fridge,4.92,150.45,740.21,0.01234
2025-04-18 13:32:00,Fridge,5.02,154.85,777.35,0.01296
2025-04-18 13:33:00,Fridge,5.16,150.02,774.1,0.0129
2025-04-18 13:34:00,Fridge,5.06,248.37,1256.75,0.02095
2025-04-18 13:35:00,Fridge,4.99,229.75,1146.45,0.01911
2025-04-18 13:36:00,Fridge,5.19,244.7,1269.99,0.02117
2025-04-18 13:37:00,Fridge,4.94,217.25,1073.22,0.01789
2025-04-18 13:38:00,Fridge,4.85,159.92,775.61,0.01293
2025-04-18 13:39:00,Fridge,5.09,227.7,1158.99,0.01932
2025-04-18 13:40:00,Fridge,4.92,160.04,787.4,0.01312
2025-04-18 13:41:00,Fridge,4.84,203.89,986.83,0.01645
2025-04-18 13:42:00,Fridge,5.12,212.8,1089.54,0.01816
2025-04-18 13:43:00,Fridge,4.9,210.22,1030.08,0.01717
2025-04-18 13:44:00,Fridge,4.88,207.25,1011.38,0.01686
2025-04-18 13:45:00,Fridge,4.96,210.6,1044.58,0.01741
2025-04-18 13:46:00,Fridge,4.98,154.62,770.01,0.01283
2025-04-18 13:47:00,Fridge,4.82,203.16,979.23,0.01632
2025-04-18 13:48:00,Fridge,4.86,182.99,889.33,0.01482
2025-04-18 13:49:00,Fridge,5.07,178.96,907.33,0.01512
2025-04-18 13:50:00,Fridge,5.07,204.42,1036.41,0.01727
2025-04-18 13:51:00,Fridge,4.83,241.6,1166.93,0.01945
2025-04-18 13:52:00,Fridge,4.93,232.13,1144.4,0.01907
2025-04-18 13:53:00,Fridge,4.81,201.19,967.72,0.01613
2025-04-18 13:54:00,Fridge,4.98,209.42,1042.91,0.01738
2025-04-18 13:55:00,Fridge,4.85,171.74,832.94,0.01388
2025-04-18 13:56:00,Fridge,4.91,152.66,749.56,0.01249
2025-04-18 13:57:00,Fridge,4.88,224.13,1093.75,0.01823
2025-04-18 13:58:00,Fridge,4.88,245.39,1197.5,0.01996
2025-04-18 13:59:00,Fridge,5.08,196.09,996.14,0.0166
2025-04-18 14:00:00,Fridge,4.94,173.72,858.18,0.0143
2025-04-18 14:01:00,Fridge,5.17,228.95,1183.67,0.01973
2025-04-18 14:02:00,Fridge,4.99,206.3,1029.44,0.01716
2025-04-18 14:03:00,Fridge,5.13,233.55,1198.11,0.01997
2025-04-18 14:04:00,Fridge,5.08,206.7,1050.04,0.0175
2025-04-18 14:05:00,Fridge,5.11,235.38,1202.79,0.02005
2025-04-18 14:06:00,Fridge,4.8,191.13,917.42,0.01529
2025-04-18 14:07:00,Fridge,5.01,198.25,993.23,0.01655
2025-04-18 14:08:00,Fridge,5.09,235.61,1199.25,0.01999
2025-04-18 14:09:00,Fridge,5.13,243.41,1248.69,0.02081
2025-04-18 14:10:00,Fridge,5.12,218.03,1116.31,0.01861
2025-04-18 14:11:00,Fridge,5.13,188.51,967.06,0.01612
2025-04-18 14:12:00,Fridge,5.16,156.4,807.02,0.01345
2025-04-18 14:13:00,Fridge,4.88,175.09,854.44,0.01424
2025-04-18 14:14:00,Fridge,4.82,199.39,961.06,0.01602
2025-04-18 14:15:00,Fridge,5.12,230.46,1179.96,0.01967
2025-04-18 14:16:00,Fridge,5.08,170.39,865.58,0.01443
2025-04-18 14:17:00,Fridge,5.2,208.95,1086.54,0.01811
2025-04-18 14:18:00,Fridge,4.81,180.23,866.91,0.01445
2025-04-18 14:19:00,Fridge,5.1,152.35,776.98,0.01295
2025-04-18 14:20:00,Fridge,5.02,237.26,1191.05,0.01985
2025-04-18 14:21:00,Fridge,4.9,211.09,1034.34,0.01724
2025-04-18 14:22:00,Fridge,4.84,191.47,926.71,0.01545
2025-04-18 14:23:00,Fridge,4.9,155.06,759.79,0.01266
2025-04-18 14:24:00,Fridge,4.99,180.63,901.34,0.01502
2025-04-18 14:25:00,Fridge,4.93,207.75,1024.21,0.01707
2025-04-18 14:26:00,Fridge,4.9,159.42,781.16,0.01302
2025-04-18 14:27:00,Fridge,4.91,197.63,970.36,0.01617
2025-04-18 14:28:00,Fridge,5.08,180.04,914.6,0.01524
2025-04-18 14:29:00,Fridge,4.9,248.86,1219.41,0.02032
2025-04-18 14:30:00,Fridge,5.07,180.53,915.29,0.01525
2025-04-18 14:31:00,Fridge,4.87,220.27,1072.71,0.01788
2025-04-18 14:32:00,Fridge,5.13,175.84,902.06,0.01503
2025-04-18 14:33:00,Fridge,4.93,202.79,999.75,0.01666
2025-04-18 14:34:00,Fridge,5.11,159.65,815.81,0.0136
2025-04-18 14:35:00,Fridge,4.95,246.53,1220.32,0.02034
2025-04-18 14:36:00,Fridge,5.03,167.96,844.84,0.01408
2025-04-18 14:37:00,Fridge,4.94,178.79,883.22,0.01472
2025-04-18 14:38:00,Fridge,4.99,195.82,977.14,0.01629
2025-04-18 14:39:00,Fridge,4.84,195.84,947.87,0.0158
2025-04-18 14:40:00,Fridge,4.93,227.76,1122.86,0.01871
2025-04-18 14:41:00,Fridge,4.82,234.99,1132.65,0.01888
2025-04-18 14:42:00,Fridge,5.1,160.4,818.04,0.01363
2025-04-18 14:43:00,Fridge,5.11,176.75,903.19,0.01505
2025-04-18 14:44:00,Fridge,5.16,182.67,942.58,0.01571
2025-04-18 14:45:00,Fridge,5.0,174.44,872.2,0.01454
2025-04-18 14:46:00,Fridge,4.95,235.2,1164.24,0.0194
2025-04-18 14:47:00,Fridge,5.11,168.29,859.96,0.01433
2025-04-18 14:48:00,Fridge,5.04,231.43,1166.41,0.01944
2025-04-18 14:49:00,Fridge,4.83,199.35,962.86,0.01605
2025-04-18 14:50:00,Fridge,5.18,156.68,811.6,0.01353
2025-04-18 14:51:00,Fridge,4.98,202.26,1007.25,0.01679
2025-04-18 14:52:00,Fridge,4.98,216.61,1078.72,0.01798
2025-04-18 14:53:00,Fridge,4.92,169.3,832.96,0.01388
2025-04-18 14:54:00,Fridge,4.94,238.32,1177.3,0.01962
2025-04-18 14:55:00,Fridge,5.14,163.72,841.52,0.01403
2025-04-18 14:56:00,Fridge,5.1,198.95,1014.64,0.01691
2025-04-18 14:57:00,Fridge,5.06,176.08,890.96,0.01485
2025-04-18 14:58:00,Fridge,5.17,236.14,1220.84,0.02035
2025-04-18 14:59:00,Fridge,5.19,165.86,860.81,0.01435
2025-04-18 15:00:00,Fridge,5.1,206.24,1051.82,0.01753
2025-04-18 15:01:00,Fridge,5.07,151.47,767.95,0.0128
2025-04-18 15:02:00,Fridge,4.93,220.81,1088.59,0.01814
2025-04-18 15:03:00,Fridge,4.82,209.81,1011.28,0.01685
2025-04-18 15:04:00,Fridge,4.92,177.45,873.05,0.01455
2025-04-18 15:05:00,Fridge,4.97,184.38,916.37,0.01527
2025-04-18 15:06:00,Fridge,5.2,203.55,1058.46,0.01764
2025-04-18 15:07:00,Fridge,4.81,186.92,899.09,0.01498
2025-04-18 15:08:00,Fridge,4.95,187.61,928.67,0.01548
2025-04-18 15:09:00,Fridge,5.01,246.0,1232.46,0.02054
2025-04-18 15:10:00,Fridge,4.97,161.14,800.87,0.01335
2025-04-18 15:11:00,Fridge,5.1,195.6,997.56,0.01663
2025-04-18 15:12:00,Fridge,4.93,227.3,1120.59,0.01868
2025-04-18 15:13:00,Fridge,5.0,187.49,937.45,0.01562
2025-04-18 15:14:00,Fridge,5.18,235.04,1217.51,0.02029
2025-04-18 15:15:00,Fridge,4.92,199.86,983.31,0.01639
2025-04-18 15:16:00,Fridge,4.85,211.34,1025.0,0.01708
2025-04-18 15:17:00,Fridge,4.85,220.33,1068.6,0.01781
2025-04-18 15:18:00,Fridge,5.0,234.12,1170.6,0.01951
2025-04-18 15:19:00,Fridge,4.97,219.77,1092.26,0.0182
2025-04-18 15:20:00,Fridge,4.84,161.4,781.18,0.01302
2025-04-18 15:21:00,Fridge,4.81,176.06,846.85,0.01411
2025-04-18 15:22:00,Fridge,4.88,189.71,925.78,0.01543
2025-04-18 15:23:00,Fridge,5.11,231.55,1183.22,0.01972
2025-04-18 15:24:00,Fridge,4.93,154.29,760.65,0.01268
2025-04-18 15:25:00,Fridge,4.83,229.56,1108.77,0.01848
2025-04-18 15:26:00,Fridge,5.18,218.46,1131.62,0.01886
2025-04-18 15:27:00,Fridge,4.91,219.05,1075.54,0.01793
2025-04-18 15:28:00,Fridge,4.83,197.76,955.18,0.01592
2025-04-18 15:29:00,Fridge,4.87,232.47,1132.13,0.01887
2025-04-18 15:30:00,Fridge,4.9,248.14,1215.89,0.02026
2025-04-18 15:31:00,Fridge,5.13,228.08,1170.05,0.0195
2025-04-18 15:32:00,Fridge,5.12,232.24,1189.07,0.01982
2025-04-18 15:33:00,Fridge,5.06,200.68,1015.44,0.01692
2025-04-18 15:34:00,Fridge,5.05,207.44,1047.57,0.01746
2025-04-18 15:35:00,Fridge,5.01,174.69,875.2,0.01459
2025-04-18 15:36:00,Fridge,5.17,218.01,1127.11,0.01879
2025-04-18 15:37:00,Fridge,4.92,159.05,782.53,0.01304
2025-04-18 15:38:00,Fridge,4.88,233.92,1141.53,0.01903
2025-04-18 15:39:00,Fridge,4.92,159.63,785.38,0.01309
2025-04-18 15:40:00,Fridge,4.94,199.67,986.37,0.01644
2025-04-18 15:41:00,Fridge,5.02,245.36,1231.71,0.02053
2025-04-18 15:42:00,Fridge,4.87,240.02,1168.9,0.01948
2025-04-18 15:43:00,Fridge,4.91,233.73,1147.61,0.01913
2025-04-18 15:44:00,Fridge,5.08,216.76,1101.14,0.01835
2025-04-18 15:45:00,Fridge,4.95,228.63,1131.72,0.01886
2025-04-18 15:46:00,Fridge,4.83,193.27,933.49,0.01556
2025-04-18 15:47:00,Fridge,4.92,191.94,944.34,0.01574
2025-04-18 15:48:00,Fridge,4.89,177.09,865.97,0.01443
2025-04-18 15:49:00,Fridge,5.03,237.33,1193.77,0.0199
2025-04-18 15:50:00,Fridge,4.82,245.4,1182.83,0.01971
2025-04-18 15:51:00,Fridge,5.05,198.54,1002.63,0.01671
2025-04-18 15:52:00,Fridge,5.0,191.18,955.9,0.01593
2025-04-18 15:53:00,Fridge,5.19,216.67,1124.52,0.01874
2025-04-18 15:54:00,Fridge,5.14,162.69,836.23,0.01394
2025-04-18 15:55:00,Fridge,5.01,236.61,1185.42,0.01976
2025-04-18 15:56:00,Fridge,5.14,240.06,1233.91,0.02057
2025-04-18 15:57:00,Fridge,4.96,188.22,933.57,0.01556
2025-04-18 15:58:00,Fridge,4.92,185.74,913.84,0.01523
2025-04-18 15:59:00,Fridge,5.0,220.64,1103.2,0.01839
2025-04-18 16:00:00,Fridge,5.07,192.8,977.5,0.01629
2025-04-18 16:01:00,Fridge,5.16,163.17,841.96,0.01403
2025-04-18 16:02:00,Fridge,5.14,233.98,1202.66,0.02004
2025-04-18 16:03:00,Fridge,5.04,226.31,1140.6,0.01901
2025-04-18 16:04:00,Fridge,4.86,231.22,1123.73,0.01873
2025-04-18 16:05:00,Fridge,5.19,175.24,909.5,0.01516
